GA ID,SURV_CODE,SURVEY_NAME,DATA_TYPE,VESSEL,START_DATE,END_DATE,START_PORT,END_PORT,DATA_OWNER,SYSTEM,TVU,Licence
,IN2019_V04,CairnsBrisbaneEM710,multibeam,RV Investigator,6/08/2019,2/09/2019,Cairns,Brisbane,CSIRO,Kongsberg EM710 (70/100 kHz),IHO S44 1b,CSIRO
,IN2019_V05,BrisbaneBrisbaneEM122,multibeam,RV Investigator,9/09/2019,28/09/2019,Brisbane,Brisbane,CSIRO,Kongsberg EM122 (12 kHz),IHO S44 1b,CSIRO
,IN2020_V06,MacquarieIsland,multibeam,RV Investigator,8/10/2020,3/11/2020,Hobart,Hobart,CSIRO,Kongsberg EM122 (12 kHz),IHO S44 1a,CSIRO
,IN2021_T01,BrisbaneDarwinEM122,multibeam,RV Investigator,11/06/2021,22/06/2021,Brisbane,Darwin,CSIRO,Kongsberg EM122 (12 kHz),IHO S44 1b,CSIRO
,IN2021_T01,BrisbaneDarwinEM710,multibeam,RV Investigator,11/06/2021,22/06/2021,Brisbane,Darwin,CSIRO,Kongsberg EM710 (70/100 kHz),IHO S44 1b,CSIRO
,IN2022_T01,CairnsDarwinEM122,multibeam,RV Investigator,10/09/2022,16/09/2022,Cairns,Darwin,CSIRO,Kongsberg EM122 (12 kHz),IHO S44 1b,CSIRO
,IN2022_T01,CairnsDarwinEM710,multibeam,RV Investigator,10/09/2022,16/09/2022,Cairns,Darwin,CSIRO,Kongsberg EM710 (70/100 kHz),IHO S44 1b,CSIRO
,JCU012008,MiddleReef,singlebeam,Scorpio,16/08/2008,17/08/2008,Townsville,Townsville,JCU,Ceestar (200 kHz),IHO S44 2,JCU
,JK012004,CapeBowlingGreen,multibeam,RV James Kirby,18/08/2004,23/08/2004,Townsville,Townsville,Curtin University,Reson 8125 (455 kHz),IHO S44 1b,
,JK012006,OrchardRocks,multibeam,RV James Kirby,4/07/2006,4/07/2006,Townsville,Townsville,JCU,Reson Seabat8101 (210 kHz),IHO S44 1b,
GA2455,JK022005,EastTorresStrait,multibeam,RV James Kirby,9/12/2005,13/12/2005,Thursday Island,Thursday Island,JCU,Reson Seabat 8101 (240 kHz),IHO S44 1b,Geoscience Australia
,JK022005,BayRock,multibeam,RV James Kirby,13/10/2005,13/10/2005,Townsville,Townsville,JCU,Reson Seabat8101 (210 kHz),IHO S44 1b,
,JK022011,TurbidReefs,multibeam,RV James Kirby,29/08/2011,31/08/2011,Townsville,Townsville,JCU,Reson 8101 (240 kHz),IHO S44 1b,
,JK022014,MyrmidonReef,multibeam,RV James Kirby,24/05/2014,27/05/2014,Townsville,Townsville,JCU,Reson 8101 (240 kHz),IHO S44 1b,
,JK032005,Ribbon5,multibeam,RV James Kirby,18/12/2005,18/12/2005,Townsville,Townsville,JCU,Reson Seabat8101 (210 kHz),IHO S44 1b,
GA2399,JK112004,GulfofPapua,multibeam,RV James Kirby,5/11/2004,10/11/2004,Thursday Island,Thursday Island,JCU,Reson Seabat 8101 (240 kHz),IHO S44 1b,Geoscience Australia
GA4340,KH1101,BonaparteBasin,multibeam,RV Hakuho Maru,21/01/2011,30/01/2011,Fremantle,Darwin,University of Tokyo,Seabeam 2120 (20 kHz),IHO S44 1b,Geoscience Australia
GA4302,KM0420,LaeAuckland,multibeam,RV Kilo Moana,19/12/2004,27/12/2004,Lae,Auckland,SOEST,Simrad EM120 (12 kHz),IHO S44 1b,Geoscience Australia
GA4408,KM0504,WellingtonBrisbane,multibeam,RV Kilo Moana,16/02/2005,22/02/2005,Wellington,Brisbane,SOEST,Simrad EM120 (12 kHz),IHO S44 1b,Geoscience Australia
GA2407,KM0505,BrisbanePagoPagoEM120,multibeam,RV Kilo Moana,24/03/2005,1/04/2005,Brisbane,Pago Pago,SOEST,Simrad EM120 (12 kHz),IHO S44 1b,Geoscience Australia
GA2407,KM0505,BrisbanePagoPagoEM1002,multibeam,RV Kilo Moana,24/03/2005,1/04/2005,Brisbane,Pago Pago,SOEST,Simrad EM1002 (95 kHz),IHO S44 1b,Geoscience Australia
GA2435,KM0702,BrisbaneTownsville,multibeam,RV Kilo Moana,11/03/2007,13/03/2007,Brisbane,Townsville,SOEST,Simrad EM1002 (95 kHz),IHO S44 1b,Geoscience Australia
GA4341,KM0703,WestPacificEM120,multibeam,RV Kilo Moana,14/03/2007,18/04/2007,Townsville,Suva,UCalifornia,Simrad EM120 (12 kHz),IHO S44 1b,Geoscience Australia
GA4341,KM0703,WestPacificEM1002,multibeam,RV Kilo Moana,14/03/2007,15/04/2007,Townsville,Suva,UCalifornia,Simrad EM1002 (95 kHz),IHO S44 1b,Geoscience Australia
GA0354,KR1605,LordHoweRise,multibeam,RV Kairei,23/03/2016,11/05/2016,Brisbane,Brisbane,GA/JAMSTEC,Seabeam 2112 (12 kHz),IHO S44 1b,Geoscience Australia
GA0363,KR1715,LordHoweRise,multibeam,RV Kairei,30/10/2017,27/12/2017,Brisbane,Brisbane,GA/JAMSTEC,Seabeam 2112 (12 kHz),IHO S44 1b,Geoscience Australia
,Landsat,FlindersIsland,SDB,Landsat8,7/11/2017,7/11/2017,na,na,JCU,empirical,15% + 0.5,Not for distribution
,Landsat,RennelIsland,SDB,Landsat8,22/01/2017,22/01/2017,na,na,JCU,empirical,15% + 0.5,Not for distribution
,Landsat,SahulBanks1,SDB,Landsat8,unknown,unknown,na,na,JCU,empirical,15% + 0.5,JCU not for distribution
,Landsat,DeliveranceIsland,SDB,Landsat8,na,na,na,na,JCU,empirical,15% + 0.5,JCU not to be distributed
,Landsat,Gladstone,SDB,Landsat8,na,na,na,na,QLD Govt,physics,15% + 0.5,Qld DES
,Landsat,NewCaledoniaReef,SDB,Landsat7,na,na,na,na,JCU,empirical,15% + 0.5,JCU not to be distributed
,Landsat,PNGcoast1,SDB,Landsat8,na,na,na,na,JCU,empirical,15% + 0.5,JCU not to be distributed
,Landsat,PNGcoast2,SDB,Landsat8,na,na,na,na,JCU,empirical,15% + 0.5,JCU not to be distributed
,Landsat,PNGcoast3,SDB,Landsat8,na,na,na,na,JCU,empirical,15% + 0.5,JCU not to be distributed
,Landsat,PNGcoast4,SDB,Landsat8,na,na,na,na,JCU,empirical,15% + 0.5,JCU not to be distributed
,Landsat,PNGcoast5,SDB,Landsat8,na,na,na,na,JCU,empirical,15% + 0.5,JCU not to be distributed
,Landsat,PNGcoast6,SDB,Landsat8,na,na,na,na,JCU,empirical,15% + 0.5,JCU not to be distributed
,Landsat,PNGcoast7,SDB,Landsat8,na,na,na,na,JCU,empirical,15% + 0.5,JCU not to be distributed
,Landsat,PNGcoast8,SDB,Landsat8,na,na,na,na,JCU,empirical,15% + 0.5,JCU not to be distributed
,Landsat,PNGcoast9,SDB,Landsat8,na,na,na,na,JCU,empirical,15% + 0.5,JCU not to be distributed
,Landsat,PNGcoast10,SDB,Landsat8,na,na,na,na,JCU,empirical,15% + 0.5,JCU not to be distributed
,Landsat,RennelIsland,SDB,Landsat8,na,na,na,na,JCU,empirical,15% + 0.5,JCU not to be distributed
GA2374,MANAUTE,ManusBasin,multibeam,RV L'Atalante,25/03/2000,19/04/2000,Honiara,Darwin,IFREMER,Simrad EM-12D (12 kHz),IHO S44 1b,Geoscience Australia
GA2382,MD148,Pecten,multibeam,RV Marion Dufresne,12/06/2005,8/07/2005,Bitung,Darwin,USydney/IPEV,Thompson Marconi TSM 5265,IHO S44 1b,Geoscience Australia
GA2395,MD153,AusfairZoNeco12,multibeam,RV Marion Dufresne,8/02/2006,27/02/2006,Auckland,Sydney,IPEV,Thompson Marconi TSM 5265,IHO S44 1b,Geoscience Australia
GA4421,MH370,IndianOcean,multibeam,RV Fugro Equator,5/06/2014,7/02/2017,Bali,Singapore,GA,Kongsberg EM302 (30 kHz),IHO S44 1a,AusSeabed
GA2387,MR01K05L2,SingaporeKoror,multibeam,RV Mirai,18/10/2001,5/11/2001,Singapore,Koror,JAMSTEC,Seabeam 2112 (12 kHz),IHO S44 1b,Geoscience Australia
GA2386,MR02K04,KelangSekinehama,multibeam,RV Mirai,25/07/2002,22/08/2002,Kelang,Sekinehama,JAMSTEC,Seabeam 2112 (12 kHz),IHO S44 1b,Geoscience Australia
GA2385,MR03K03L2,NakagusukuBrisbane,multibeam,RV Mirai,1/07/2003,30/07/2003,nakagusuku,Brisbane,JAMSTEC,Seabeam 2112 (12 kHz),IHO S44 1b,Geoscience Australia
GA2385,MR03K03L2,TropOceanClimate,multibeam,RV Mirai,1/07/2003,30/07/2003,Nakagusuku,Brisbane,JAMSTEC,Seabeam 2112 (12 kHz),IHO S44 1b,Geoscience Australia
GA2384,MR03K04L1,TropOceanClimate,multibeam,RV Mirai,3/08/2003,5/09/2005,Brisbane,Papeete,JAMSTEC,Seabeam 2112 (12 kHz),IHO S44 1b,Geoscience Australia
GA2393,MR04K03L2,DarwinHachinoche,multibeam,RV Mirai,4/07/2004,2/08/2004,Darwin,Hachinoche,JAMSTEC,Seabeam 2112 (12 kHz),IHO S44 1b,Geoscience Australia
GA2482,MR0707L1,TropOceanClimate,multibeam,RV Mirai,28/12/2007,25/01/2008,Auckland,nakagusuku,JAMSTEC,Seabeam 2112 (12 kHz),IHO S44 1b,Geoscience Australia
GA4378,MR0901Leg2,PapeeteBrisbane,multibeam,RV Mirai,21/05/2009,19/06/2009,Papeete,Brisbane,JAMSTEC,Seabeam 2112 (12 kHz),IHO S44 1b,Geoscience Australia
GA4379,MR0901Leg3,BrisbaneMoji,multibeam,RV Mirai,20/06/2009,2/07/2009,Brisbane,Moji,JAMSTEC,Seabeam 2112 (12 kHz),IHO S44 1b,Geoscience Australia
GA4418,MR1205Leg1,SekinehamaAuckland,multibeam,RV Mirai,5/11/2012,25/11/2012,Sekinehama,Auckland,JAMSTEC,Seabeam 3012 (12 kHz),IHO S44 1b,Geoscience Australia
,MSQ,ShenNengHerveyBay,multibeam,QG Norfolk,5/05/2010,5/05/2010,Brisbane,Brisbane,MSQ,Kongsberg EM3002D (300 kHz),IHO S44 1b,
,MSQ,ShenNengBarrenIsland,multibeam,QG Norfolk,5/05/2010,5/05/2010,Brisbane,Brisbane,MSQ,Kongsberg EM3002D (300 kHz),IHO S44 1b,
,MSQ,ShenNengHerveyBayFSD,multibeam,QG Norfolk,5/05/2010,5/05/2010,Brisbane,Brisbane,MSQ,Kongsberg EM3002D (300 kHz),IHO S44 1a,
,MSQ,GladstoneHerveyBay,multibeam,QG Norfolk,12/05/2010,12/05/2010,Brisbane,Brisbane,MSQ,Kongsberg EM3002D (300 kHz),IHO S44 1b,
,MSQ,UranganFairway,multibeam,QG Norfolk,23/01/2015,23/01/2015,Brisbane,Brisbane,MSQ,Kongsberg EM3002D (300 kHz),IHO S44 1b,
,MSQ,WideBay_MBES,multibeam,QG Norfolk,10/05/2021,10/05/2021,Brisbane,Brisbane,MSQ,Kongsberg EM2040C (320 kHz),IHO S44 1a,
,MSQ,Aseries,singlebeam,unknown,unknown,unknown,unknown,unknown,MSQ,unknown,IHO S44 1b,MSQ
,MSQ,Bseries,singlebeam,unknown,unknown,unknown,unknown,unknown,MSQ,unknown,IHO S44 1b,MSQ
,MSQ,Cseries,singlebeam,unknown,unknown,unknown,unknown,unknown,MSQ,unknown,IHO S44 1b,MSQ
,MSQ,Dseries,singlebeam,unknown,unknown,unknown,unknown,unknown,MSQ,unknown,IHO S44 1b,MSQ
,MSQ,Eseries,singlebeam,unknown,unknown,unknown,unknown,unknown,MSQ,unknown,IHO S44 1b,MSQ
,MSQ,Fseries,singlebeam,unknown,unknown,unknown,unknown,unknown,MSQ,unknown,IHO S44 1b,MSQ
,MSQ,Gseries,singlebeam,unknown,unknown,unknown,unknown,unknown,MSQ,unknown,IHO S44 1b,MSQ
,MSQ,Hseries,singlebeam,unknown,unknown,unknown,unknown,unknown,MSQ,unknown,IHO S44 1b,MSQ
,MSQ,Jseries,singlebeam,unknown,unknown,unknown,unknown,unknown,MSQ,unknown,IHO S44 1b,MSQ
,MSQ,Kseries,singlebeam,unknown,unknown,unknown,unknown,unknown,MSQ,unknown,IHO S44 1b,MSQ
,MSQ,WideBay_SDB,SDB,WV2,na,na,na,na,MSQ,physics,15% + 0.5,Qld State Govt
GA4848,NESP,ElizabethMiddletonReefs,multibeam,RV Bluefin,24/01/2020,6/02/2020,Launceston,Launceston,GA,Kongsberg EM2040 (300 kHz),IHO S44 1a,AusSeabed
,NESP,CamdenSound,multibeam,RV LinneausCape Villaret,20/11/2014,19/03/2016,Broome,Broome,WAMSI,Kongsberg EM2040C (300 kHz),IHO S44 1b,NESP
GA0331,NETasmania,HobartHobart,multibeam,RV Challenger,19/05/2011,28/05/2011,Hobart,Hobart,GA,EM3002 (330 kHz),IHO S44 1a,AusSeabed
GA0337,NETasmania,HobartHobart,multibeam,RV Challenger,25/06/2012,7/07/2012,Hobart,Hobart,GA,EM3002 (330 kHz),IHO S44 1a,AusSeabed
,NewCaledonia,Compilation100m,multibeam,various,various,various,various,various,SGNC/Ifremer,various,IHO S441b,CCBy4.0 Geological department of New Caledonia/Ifremer
,NIDEM_1   ,DeGrey,NIDEM v2.0,na,na,na,WA,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_100,Launceston,NIDEM v2.0,na,na,na,TAS,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_102 ,Perth,NIDEM v2.0,na,na,na,WA,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_105,Bicheno,NIDEM v2.0,na,na,na,TAS,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_106 ,Bynce,NIDEM v2.0,na,na,na,NT,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_107 ,BoucautBay,NIDEM v2.0,na,na,na,NT,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_108,SouthwestArea,NIDEM v2.0,na,na,na,TAS,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_109 ,Umbakumba,NIDEM v2.0,na,na,na,NT,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_11,Mapoon,NIDEM v2.0,Digital Earth Australia,na,na,na,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_110,CapeMelville,NIDEM v2.0,Digital Earth Australia,na,na,na,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_112,ShelburneBay,NIDEM v2.0,Digital Earth Australia,na,na,na,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_115 ,InglisIsland,NIDEM v2.0,na,na,na,NT,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_116 ,ArnhemBay,NIDEM v2.0,na,na,na,NT,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_117 ,BathurstIsland,NIDEM v2.0,na,na,na,NT,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_118 ,RoperRiver,NIDEM v2.0,na,na,na,NT,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_12,PortDouglas,NIDEM v2.0,Digital Earth Australia,na,na,na,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_124 ,GilbertRiver,NIDEM v2.0,na,na,na,QLD,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_126 ,EightyMileBeach,NIDEM v2.0,na,na,na,WA,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_128 ,Nhulunbuy,NIDEM v2.0,na,na,na,NT,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_129,WilsonsProm,NIDEM v2.0,na,na,na,VIC,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_13,LizardIsland,NIDEM v2.0,Digital Earth Australia,na,na,na,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_130,KingIslandEast,NIDEM v2.0,na,na,na,TAS,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_132 ,Rakula,NIDEM v2.0,na,na,na,NT,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_134,Lorne,NIDEM v2.0,na,na,na,VIC,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_136 ,Karumba,NIDEM v2.0,na,na,na,QLD,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_138,HotspurIsland,NIDEM v2.0,Digital Earth Australia,na,na,na,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_14,Hobart,NIDEM v2.0,na,na,na,TAS,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_140 ,CapeFourcroy,NIDEM v2.0,na,na,na,NT,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_142,FlindersGroup,NIDEM v2.0,Digital Earth Australia,na,na,na,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_143,Stanage,NIDEM v2.0,Digital Earth Australia,na,na,na,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_146,PortAlbert,NIDEM v2.0,na,na,na,VIC,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_147,Wingaroo,NIDEM v2.0,na,na,na,TAS,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_149 ,MorningtonIsland,NIDEM v2.0,na,na,na,QLD,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_15  ,CoulombPoint,NIDEM v2.0,na,na,na,WA,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_150,FridayIsland,NIDEM v2.0,Digital Earth Australia,na,na,na,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_154 ,BlueMudBay,NIDEM v2.0,na,na,na,NT,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_155,CapeGrenville,NIDEM v2.0,Digital Earth Australia,na,na,na,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_156 ,BessiersIsland,NIDEM v2.0,na,na,na,WA,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_157 ,EntranceIsland,NIDEM v2.0,na,na,na,NT,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_159 ,CaledonBay,NIDEM v2.0,na,na,na,NT,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_16  ,Derby,NIDEM v2.0,na,na,na,WA,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_160 ,CumberlandStrait,NIDEM v2.0,na,na,na,NT,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_162,HeraldsProng,NIDEM v2.0,Digital Earth Australia,na,na,na,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_164,SunshineCoast,NIDEM v2.0,Digital Earth Australia,na,na,na,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_167 ,TreacheryBay,NIDEM v2.0,na,na,na,NT,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_168,SEFraserIsland,NIDEM v2.0,Digital Earth Australia,na,na,na,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_169,Yeppoon,NIDEM v2.0,Digital Earth Australia,na,na,na,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_17  ,AugustusIsland,NIDEM v2.0,na,na,na,WA,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_171 ,Onslow,NIDEM v2.0,na,na,na,WA,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_173 ,Eucla,NIDEM v2.0,na,na,na,WA,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_174,Brisbane,NIDEM v2.0,Digital Earth Australia,na,na,na,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_175,HighPeakIsland,NIDEM v2.0,Digital Earth Australia,na,na,na,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_176 ,Roebourne,NIDEM v2.0,na,na,na,WA,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_177,NthCapricorns,NIDEM v2.0,Digital Earth Australia,na,na,na,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_178,Strahan,NIDEM v2.0,na,na,na,TAS,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_179,BoobyIsland,NIDEM v2.0,Digital Earth Australia,na,na,na,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_180 ,Fortescue,NIDEM v2.0,na,na,na,WA,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_181 ,CapeScott,NIDEM v2.0,na,na,na,NT,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_182,FlindersIsland,NIDEM v2.0,na,na,na,SA,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_183 ,Nganmarriyanga,NIDEM v2.0,na,na,na,NT,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_186,Warrnambool,NIDEM v2.0,na,na,na,VIC,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_187 ,Galiwinku,NIDEM v2.0,na,na,na,NT,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_188 ,McArthurRiver,NIDEM v2.0,na,na,na,NT,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_189 ,YelcherBeach,NIDEM v2.0,na,na,na,NT,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_190,PortClinton,NIDEM v2.0,Digital Earth Australia,na,na,na,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_191,Clairview,NIDEM v2.0,Digital Earth Australia,na,na,na,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_192 ,SteepPoint,NIDEM v2.0,na,na,na,WA,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_193 ,Dampier,NIDEM v2.0,na,na,na,WA,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_195,Ingham,NIDEM v2.0,Digital Earth Australia,na,na,na,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_196 ,BrowseIsland,NIDEM v2.0,na,na,na,WA,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_198,ShoalwaterBay,NIDEM v2.0,Digital Earth Australia,na,na,na,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_2,SharpPoint,NIDEM v2.0,Digital Earth Australia,na,na,na,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_20,Coulta,NIDEM v2.0,na,na,na,SA,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_201 ,CobourgPeninsula,NIDEM v2.0,na,na,na,NT,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_202,PortAugusta,NIDEM v2.0,na,na,na,SA,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_205 ,EndyalgoutIsland,NIDEM v2.0,na,na,na,NT,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_206,EastCay,NIDEM v2.0,Digital Earth Australia,na,na,na,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_207,CapeLiptrap,NIDEM v2.0,na,na,na,VIC,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_208,AirleyBeach,NIDEM v2.0,Digital Earth Australia,na,na,na,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_209 ,Broome,NIDEM v2.0,na,na,na,WA,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_21,Arukun,NIDEM v2.0,Digital Earth Australia,na,na,na,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_210 ,Mardie,NIDEM v2.0,na,na,na,WA,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_213 ,VanderlinIsland,NIDEM v2.0,na,na,na,NT,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_214,Wynyard,NIDEM v2.0,na,na,na,TAS,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_216 ,Ladjardarr,NIDEM v2.0,na,na,na,WA,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_217,Eddystone,NIDEM v2.0,na,na,na,TAS,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_218,Rockhampton,NIDEM v2.0,Digital Earth Australia,na,na,na,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_219 ,Hotham,NIDEM v2.0,na,na,na,NT,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_22,BellCay,NIDEM v2.0,Digital Earth Australia,na,na,na,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_220 ,CapeArid,NIDEM v2.0,na,na,na,WA,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_221,FlindersIslandEast,NIDEM v2.0,na,na,na,TAS,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_224,PointHicks,NIDEM v2.0,na,na,na,VIC,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_225 ,Wadeye,NIDEM v2.0,na,na,na,NT,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_227,Cooktown,NIDEM v2.0,Digital Earth Australia,na,na,na,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_228,CurlewIsland,NIDEM v2.0,Digital Earth Australia,na,na,na,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_23,WreckBay,NIDEM v2.0,Digital Earth Australia,na,na,na,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_230,GippslandEast,NIDEM v2.0,na,na,na,VIC,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_231,ApolloBay,NIDEM v2.0,na,na,na,VIC,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_232,FlindersIslandWest,NIDEM v2.0,na,na,na,TAS,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_233,Cardwell,NIDEM v2.0,Digital Earth Australia,na,na,na,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_234,SthBroadSound,NIDEM v2.0,Digital Earth Australia,na,na,na,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_235 ,StAndrewIsland,NIDEM v2.0,na,na,na,WA,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_236 ,Albany,NIDEM v2.0,na,na,na,WA,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_237 ,Talandji,NIDEM v2.0,na,na,na,WA,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_239,Smithton,NIDEM v2.0,na,na,na,TAS,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_24,Townsville,NIDEM v2.0,Digital Earth Australia,na,na,na,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_241,Eden,NIDEM v2.0,na,na,na,NSW,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_242 ,Burketown,NIDEM v2.0,na,na,na,QLD,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_244,Weipa,NIDEM v2.0,Digital Earth Australia,na,na,na,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_245 ,Carnarvon,NIDEM v2.0,na,na,na,WA,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
